Rndrng_NPI,specialty,avg_complexity,total_services,total_benes,z
1699113407,Cardiology,5.0,85.0,64.0,3.1753401266750676
1922152008,Cardiology,5.0,428.0,216.0,3.1753401266750676
1801885280,Cardiology,5.0,51.0,25.0,3.1753401266750676
1538426267,Cardiology,5.0,73.0,61.0,3.1753401266750676
1992818520,Cardiology,5.0,97.0,55.0,3.1753401266750676
1467427096,Cardiology,5.0,103.0,74.0,3.1753401266750676
1114144235,Cardiology,5.0,103.0,40.0,3.1753401266750676
1568685246,Dermatology,4.256017505470459,457.0,409.0,3.1735406379721987
1508849886,Internal Medicine,4.911602209944752,543.0,255.0,3.172511276263799
1730110834,Orthopedic Surgery,4.615916955017301,867.0,820.0,3.1714004597536287
1639213150,Internal Medicine,4.911029656781073,3001.0,406.0,3.171038744260708
1285624940,Internal Medicine,4.910891089108911,202.0,46.0,3.1706823662947876
1285734673,Colorectal Surgery (Proctology),5.0,167.0,118.0,3.1690114846821364
1811930357,Pain Management,4.958974358974359,975.0,245.0,3.1689949868206715
1538195078,Internal Medicine,4.909774436090226,399.0,203.0,3.167810480484572
1154518074,Internal Medicine,4.909722222222222,144.0,101.0,3.1676761932314084
1710006408,Nephrology,4.844398340248962,482.0,281.0,3.166742771362425
1518344688,Internal Medicine,4.909090909090909,209.0,109.0,3.166052538261348
1891292504,Family Practice,4.818181818181818,88.0,63.0,3.165862811080585
1255627691,Physical Medicine and Rehabilitation,4.957943925233645,428.0,73.0,3.1655193441308493
1275868721,Internal Medicine,4.908602150537634,372.0,216.0,3.1647955150587195
1104209048,Family Practice,4.8173076923076925,312.0,121.0,3.1635112461934716
1679691497,Internal Medicine,4.908045977011494,174.0,126.0,3.163365109345386
1730169152,Orthopedic Surgery,4.612648221343873,253.0,190.0,3.1629706250060847
1609859289,Internal Medicine,4.906810035842294,279.0,145.0,3.160186429982419
1609163336,Interventional Cardiology,4.9222222222222225,360.0,335.0,3.159250094290584
1770018749,Internal Medicine,4.906417112299465,748.0,267.0,3.1591758819175615
1851786933,Hospitalist,4.702702702702703,148.0,117.0,3.1590907540524107
1902000797,Urology,4.7272727272727275,66.0,66.0,3.1589252512642054
1548210917,Internal Medicine,4.905940594059406,404.0,197.0,3.1579503392028285
1992820591,Family Practice,4.814285714285714,70.0,46.0,3.155381550440879
1750388526,Gastroenterology,4.9034810126582276,632.0,447.0,3.1546645511748825
1407861776,Urology,4.725020644095789,1211.0,790.0,3.152969990468874
1194978460,Family Practice,4.813186813186813,182.0,100.0,3.1524252974399367
1023156254,Internal Medicine,4.903474903474904,259.0,150.0,3.151608904859729
1295791978,Internal Medicine,4.903409090909091,704.0,177.0,3.1514396435308027
1962442731,Family Practice,4.8125,160.0,83.0,3.1505776393143483
1912974619,Internal Medicine,4.902743142144638,401.0,191.0,3.1497269102332077
1548316508,Family Practice,4.8120805369127515,149.0,57.0,3.149449203814827
1669423190,Orthopedic Surgery,4.607361963190184,163.0,125.0,3.149337736211653
1689623548,Family Practice,4.811715481171548,239.0,123.0,3.1484671344261237
1710955174,Internal Medicine,4.901554404145077,193.0,98.0,3.1466696312612457
1316009947,Family Practice,4.810457516339869,153.0,46.0,3.145082969725178
1033178819,Internal Medicine,4.90084985835694,353.0,99.0,3.144857631456704
1831671213,Optometry,4.822695035460993,141.0,141.0,3.1441357098645693
1336288539,Internal Medicine,4.9,150.0,91.0,3.1426719066924766
1407943939,Obstetrics & Gynecology,4.7823529411764705,170.0,120.0,3.1412399347397293
1770987943,Family Practice,4.808888888888889,450.0,167.0,3.1408630634806967
1174532931,Internal Medicine,4.899209486166008,506.0,185.0,3.1406388082951824
1407147093,Obstetrics & Gynecology,4.782051282051282,78.0,72.0,3.1406115943069897
1568551802,Internal Medicine,4.899141630901288,466.0,227.0,3.1404642934112954
1720015019,Gastroenterology,4.8970917225950785,894.0,423.0,3.140100939315643
1861496838,Hospitalist,4.69620253164557,316.0,167.0,3.1390689156708063
1831207893,Urology,4.718975180144115,1249.0,761.0,3.1369837627710457
1235132762,Urology,4.71875,160.0,102.0,3.1363883111918733
1891856043,Optometry,4.818181818181818,77.0,72.0,3.135382047935154
1093712788,Internal Medicine,4.896296296296296,135.0,91.0,3.133146464201454
1619549565,Optometry,4.816666666666666,60.0,58.0,3.132443318573135
1306884150,Nephrology,4.831081081081081,148.0,129.0,3.1321575280489453
1699902429,Family Practice,4.805555555555555,72.0,32.0,3.13189576271117
1841286374,Internal Medicine,4.8954545454545455,440.0,271.0,3.13098159090804
1942308614,Family Practice,4.805128205128205,390.0,199.0,3.130746108766359
1982602462,Internal Medicine,4.895209580838324,334.0,133.0,3.1303515738897176
1457355729,Cardiology,4.982342007434944,1076.0,540.0,3.129725652978794
1013355684,Family Practice,4.804733727810651,169.0,131.0,3.1296848897403793
1871520601,Ophthalmology,5.0,102.0,99.0,3.1291677145555132
1053575100,Ophthalmology,5.0,84.0,81.0,3.1291677145555132
1245326602,Ophthalmology,5.0,283.0,121.0,3.1291677145555132
1063440071,Ophthalmology,5.0,52.0,46.0,3.1291677145555132
1518288984,Ophthalmology,5.0,712.0,299.0,3.1291677145555132
1386677706,Ophthalmology,5.0,50.0,50.0,3.1291677145555132
1427055227,Ophthalmology,5.0,170.0,166.0,3.1291677145555132
1629098314,Ophthalmology,5.0,119.0,113.0,3.1291677145555132
1871675876,Ophthalmology,5.0,308.0,96.0,3.1291677145555132
1235293911,Ophthalmology,5.0,165.0,126.0,3.1291677145555132
1235494394,Ophthalmology,5.0,210.0,109.0,3.1291677145555132
1437538956,Ophthalmology,5.0,456.0,307.0,3.1291677145555132
1003893694,Ophthalmology,5.0,79.0,69.0,3.1291677145555132
1902010937,Ophthalmology,5.0,111.0,111.0,3.1291677145555132
1063475804,Ophthalmology,5.0,523.0,361.0,3.1291677145555132
1043224058,Ophthalmology,5.0,106.0,94.0,3.1291677145555132
1487608766,Ophthalmology,5.0,226.0,122.0,3.1291677145555132
1538144829,Ophthalmology,5.0,85.0,85.0,3.1291677145555132
1043503923,Ophthalmology,5.0,74.0,61.0,3.1291677145555132
1215021118,Ophthalmology,5.0,84.0,84.0,3.1291677145555132
1265484018,Ophthalmology,5.0,109.0,108.0,3.1291677145555132
1568456549,Ophthalmology,5.0,87.0,26.0,3.1291677145555132
1093704405,Ophthalmology,5.0,373.0,305.0,3.1291677145555132
1366468035,Ophthalmology,5.0,91.0,88.0,3.1291677145555132
1679551014,Ophthalmology,5.0,285.0,181.0,3.1291677145555132
1790945046,Ophthalmology,5.0,72.0,70.0,3.1291677145555132
1790707842,Ophthalmology,5.0,1139.0,801.0,3.1291677145555132
1376670273,Ophthalmology,5.0,113.0,67.0,3.1291677145555132
1174549547,Ophthalmology,5.0,206.0,184.0,3.1291677145555132
1821176769,Ophthalmology,5.0,288.0,278.0,3.1291677145555132
1295919991,Ophthalmology,5.0,168.0,119.0,3.1291677145555132
1306906748,Ophthalmology,5.0,500.0,302.0,3.1291677145555132
1962513135,Ophthalmology,5.0,109.0,32.0,3.1291677145555132
1699964577,Ophthalmology,5.0,123.0,37.0,3.1291677145555132
1659578789,Ophthalmology,5.0,337.0,299.0,3.1291677145555132
1356440069,Ophthalmology,5.0,72.0,72.0,3.1291677145555132
1376603779,Ophthalmology,5.0,78.0,78.0,3.1291677145555132
1649267063,Ophthalmology,5.0,235.0,231.0,3.1291677145555132
1649316753,Ophthalmology,5.0,52.0,13.0,3.1291677145555132
1710950456,Ophthalmology,5.0,269.0,250.0,3.1291677145555132
1669479325,Ophthalmology,5.0,1687.0,1021.0,3.1291677145555132
1114991841,Ophthalmology,5.0,125.0,124.0,3.1291677145555132
1093954000,Ophthalmology,5.0,83.0,49.0,3.1291677145555132
1659632420,Ophthalmology,5.0,261.0,189.0,3.1291677145555132
1427031194,Internal Medicine,4.894736842105263,114.0,81.0,3.129135751573654
1811970056,Internal Medicine,4.89453125,256.0,111.0,3.128606995514326
1124436142,Orthopedic Surgery,4.598591549295775,142.0,102.0,3.1267194542762238
1619536729,Internal Medicine,4.893491124260355,169.0,79.0,3.1259319278768927
1407879216,Nephrology,4.8283582089552235,268.0,225.0,3.12508616345379
1003906603,Internal Medicine,4.8930232558139535,215.0,89.0,3.124728631302411
1134185952,Internal Medicine,4.892156862745098,102.0,99.0,3.1225003814173715
1346210267,Internal Medicine,4.892086330935252,139.0,77.0,3.122318982808781
1982773966,Internal Medicine,4.892018779342723,213.0,111.0,3.1221452489301327
1922085166,Internal Medicine,4.891764705882353,425.0,191.0,3.1214918051536147
1790788313,Internal Medicine,4.8915254237288135,1180.0,366.0,3.120876402687595
1518932441,Internal Medicine,4.8915094339622645,212.0,188.0,3.1208352790951337
1902889850,Internal Medicine,4.891025641025641,156.0,130.0,3.1195910268103852
1720242464,Interventional Cardiology,4.907766990291262,206.0,168.0,3.1189043068515416
1679669824,Internal Medicine,4.890625,192.0,123.0,3.1185606303870763
1871551846,Internal Medicine,4.890295358649789,237.0,114.0,3.11771283586157
1386141687,Dermatology,4.236363636363636,110.0,106.0,3.1172363022949092
1215047337,Nephrology,4.825242718446602,103.0,52.0,3.1169951594473964
1972598605,Nephrology,4.8249534450651765,537.0,204.0,3.1162439094976437
1548212582,Orthopedic Surgery,4.594512195121951,328.0,278.0,3.116199086146638
1568689040,Family Practice,4.799479166666667,384.0,90.0,3.115549120683391
1831138403,Physician Assistant,5.0,56.0,55.0,3.1152444268615067
1982741864,Physician Assistant,5.0,138.0,102.0,3.1152444268615067
1003836529,Physician Assistant,5.0,98.0,53.0,3.1152444268615067
1710219456,Physician Assistant,5.0,274.0,161.0,3.1152444268615067
1356723258,Physician Assistant,5.0,80.0,64.0,3.1152444268615067
1902344682,Physician Assistant,5.0,66.0,60.0,3.1152444268615067
1518539196,Physician Assistant,5.0,69.0,66.0,3.1152444268615067
1922284967,Physician Assistant,5.0,257.0,160.0,3.1152444268615067
1982673638,Physician Assistant,5.0,85.0,33.0,3.1152444268615067
1144324500,Physician Assistant,5.0,211.0,126.0,3.1152444268615067
1104378660,Physician Assistant,5.0,65.0,50.0,3.1152444268615067
1134881972,Physician Assistant,5.0,397.0,155.0,3.1152444268615067
1710296769,Physician Assistant,5.0,67.0,32.0,3.1152444268615067
1134522345,Physician Assistant,5.0,125.0,40.0,3.1152444268615067
1902379290,Physician Assistant,5.0,187.0,121.0,3.1152444268615067
1902109341,Physician Assistant,5.0,87.0,72.0,3.1152444268615067
1710461884,Physician Assistant,5.0,147.0,33.0,3.1152444268615067
1356863666,Physician Assistant,5.0,51.0,38.0,3.1152444268615067
1528641503,Physician Assistant,5.0,85.0,76.0,3.1152444268615067
1982646386,Physician Assistant,5.0,55.0,49.0,3.1152444268615067
1700257433,Physician Assistant,5.0,264.0,252.0,3.1152444268615067
1144937822,Physician Assistant,5.0,62.0,54.0,3.1152444268615067
1982294864,Physician Assistant,5.0,101.0,97.0,3.1152444268615067
1144939786,Physician Assistant,5.0,97.0,85.0,3.1152444268615067
1538517255,Physician Assistant,5.0,82.0,44.0,3.1152444268615067
1023739141,Physician Assistant,5.0,98.0,84.0,3.1152444268615067
1538645189,Physician Assistant,5.0,85.0,80.0,3.1152444268615067
1699483438,Physician Assistant,5.0,97.0,88.0,3.1152444268615067
1962018176,Physician Assistant,5.0,326.0,217.0,3.1152444268615067
1962082172,Physician Assistant,5.0,123.0,93.0,3.1152444268615067
1831829001,Physician Assistant,5.0,128.0,117.0,3.1152444268615067
1437404027,Physician Assistant,5.0,100.0,55.0,3.1152444268615067
1437379732,Physician Assistant,5.0,190.0,78.0,3.1152444268615067
1689298614,Physician Assistant,5.0,53.0,44.0,3.1152444268615067
1336682350,Physician Assistant,5.0,64.0,34.0,3.1152444268615067
1992910228,Physician Assistant,5.0,59.0,15.0,3.1152444268615067
1285969949,Physician Assistant,5.0,78.0,20.0,3.1152444268615067
1417230426,Physician Assistant,5.0,105.0,87.0,3.1152444268615067
1225518848,Physician Assistant,5.0,114.0,111.0,3.1152444268615067
1952598922,Physician Assistant,5.0,385.0,196.0,3.1152444268615067
1023076767,Physician Assistant,5.0,81.0,81.0,3.1152444268615067
1528393485,Physician Assistant,5.0,231.0,150.0,3.1152444268615067
1053361998,Physician Assistant,5.0,94.0,52.0,3.1152444268615067
1407297856,Physician Assistant,5.0,121.0,119.0,3.1152444268615067
1780754978,Physician Assistant,5.0,58.0,42.0,3.1152444268615067
1780781500,Physician Assistant,5.0,200.0,186.0,3.1152444268615067
1699884734,Physician Assistant,5.0,256.0,232.0,3.1152444268615067
1831620459,Physician Assistant,5.0,61.0,57.0,3.1152444268615067
1538203476,Physician Assistant,5.0,50.0,16.0,3.1152444268615067
1831448760,Physician Assistant,5.0,334.0,141.0,3.1152444268615067
1891872701,Physician Assistant,5.0,62.0,61.0,3.1152444268615067
1407107139,Physician Assistant,5.0,127.0,113.0,3.1152444268615067
1144877036,Physician Assistant,5.0,50.0,49.0,3.1152444268615067
1790080034,Physician Assistant,5.0,50.0,49.0,3.1152444268615067
1902401375,Physician Assistant,5.0,192.0,109.0,3.1152444268615067
1306333000,Physician Assistant,5.0,110.0,100.0,3.1152444268615067
1518141514,Physician Assistant,5.0,80.0,78.0,3.1152444268615067
1336506153,Physician Assistant,5.0,62.0,23.0,3.1152444268615067
1114174240,Physician Assistant,5.0,56.0,14.0,3.1152444268615067
1366467805,Physician Assistant,5.0,281.0,135.0,3.1152444268615067
1760882377,Physician Assistant,5.0,74.0,54.0,3.1152444268615067
1811340045,Physician Assistant,5.0,67.0,67.0,3.1152444268615067
1407928799,Physician Assistant,5.0,54.0,54.0,3.1152444268615067
1457316762,Physician Assistant,5.0,280.0,147.0,3.1152444268615067
1083916167,Physician Assistant,5.0,222.0,71.0,3.1152444268615067
1255943148,Physician Assistant,5.0,92.0,66.0,3.1152444268615067
1467845701,Physician Assistant,5.0,137.0,57.0,3.1152444268615067
1114335114,Physician Assistant,5.0,57.0,55.0,3.1152444268615067
1467934398,Physician Assistant,5.0,80.0,77.0,3.1152444268615067
1275116147,Physician Assistant,5.0,102.0,47.0,3.1152444268615067
1942827092,Physician Assistant,5.0,136.0,78.0,3.1152444268615067
1114368107,Physician Assistant,5.0,62.0,61.0,3.1152444268615067
1992385710,Physician Assistant,5.0,61.0,61.0,3.1152444268615067
1942752894,Physician Assistant,5.0,328.0,63.0,3.1152444268615067
1114115862,Physician Assistant,5.0,345.0,146.0,3.1152444268615067
1104847185,Physician Assistant,5.0,77.0,20.0,3.1152444268615067
1992789937,Physician Assistant,5.0,137.0,34.0,3.1152444268615067
1457321366,Physician Assistant,5.0,90.0,60.0,3.1152444268615067
1780033464,Physician Assistant,5.0,115.0,42.0,3.1152444268615067
1922126432,Physician Assistant,5.0,57.0,26.0,3.1152444268615067
1265829451,Physician Assistant,5.0,96.0,95.0,3.1152444268615067
1770678534,Physician Assistant,5.0,350.0,346.0,3.1152444268615067
1457613523,Physician Assistant,5.0,282.0,134.0,3.1152444268615067
1457640765,Physician Assistant,5.0,72.0,64.0,3.1152444268615067
1770663304,Physician Assistant,5.0,343.0,250.0,3.1152444268615067
1457871998,Physician Assistant,5.0,291.0,90.0,3.1152444268615067
1467035634,Physician Assistant,5.0,66.0,46.0,3.1152444268615067
1467183590,Physician Assistant,5.0,50.0,31.0,3.1152444268615067
1942424262,Physician Assistant,5.0,87.0,79.0,3.1152444268615067
1114015187,Physician Assistant,5.0,153.0,46.0,3.1152444268615067
1265549208,Physician Assistant,5.0,102.0,51.0,3.1152444268615067
1033628268,Physician Assistant,5.0,175.0,49.0,3.1152444268615067
1811358153,Physician Assistant,5.0,194.0,129.0,3.1152444268615067
1003179839,Physician Assistant,5.0,50.0,49.0,3.1152444268615067
1518092162,Physician Assistant,5.0,107.0,103.0,3.1152444268615067
1497794762,Physician Assistant,5.0,85.0,85.0,3.1152444268615067
1083678692,Physician Assistant,5.0,106.0,62.0,3.1152444268615067
1245636950,Physician Assistant,5.0,433.0,129.0,3.1152444268615067
1023215407,Physician Assistant,5.0,111.0,83.0,3.1152444268615067
1497980668,Physician Assistant,5.0,58.0,56.0,3.1152444268615067
1508039199,Physician Assistant,5.0,88.0,55.0,3.1152444268615067
1902888936,Physician Assistant,5.0,170.0,154.0,3.1152444268615067
1356951990,Physician Assistant,5.0,51.0,45.0,3.1152444268615067
1023178977,Physician Assistant,5.0,205.0,46.0,3.1152444268615067
1508407941,Physician Assistant,5.0,86.0,83.0,3.1152444268615067
1356884621,Physician Assistant,5.0,99.0,89.0,3.1152444268615067
1679774970,Physician Assistant,5.0,76.0,42.0,3.1152444268615067
1447337688,Physician Assistant,5.0,107.0,69.0,3.1152444268615067
1508961376,Physician Assistant,5.0,207.0,116.0,3.1152444268615067
1508964156,Physician Assistant,5.0,50.0,19.0,3.1152444268615067
1316135460,Physician Assistant,5.0,66.0,41.0,3.1152444268615067
1447416748,Physician Assistant,5.0,244.0,99.0,3.1152444268615067
1497314280,Physician Assistant,5.0,69.0,66.0,3.1152444268615067
1083865125,Physician Assistant,5.0,120.0,60.0,3.1152444268615067
1285228676,Physician Assistant,5.0,58.0,42.0,3.1152444268615067
1114567633,Physician Assistant,5.0,72.0,33.0,3.1152444268615067
1447552773,Physician Assistant,5.0,59.0,52.0,3.1152444268615067
1023371937,Physician Assistant,5.0,56.0,48.0,3.1152444268615067
1912307778,Physician Assistant,5.0,313.0,290.0,3.1152444268615067
1023346558,Physician Assistant,5.0,109.0,66.0,3.1152444268615067
1043548399,Physician Assistant,5.0,86.0,65.0,3.1152444268615067
1255444352,Physician Assistant,5.0,370.0,307.0,3.1152444268615067
1760137400,Physician Assistant,5.0,116.0,92.0,3.1152444268615067
1750941670,Physician Assistant,5.0,55.0,55.0,3.1152444268615067
1366497836,Physician Assistant,5.0,88.0,67.0,3.1152444268615067
1750577813,Physician Assistant,5.0,96.0,21.0,3.1152444268615067
1366110223,Physician Assistant,5.0,53.0,46.0,3.1152444268615067
1740345032,Physician Assistant,5.0,302.0,191.0,3.1152444268615067
1992050975,Physician Assistant,5.0,222.0,108.0,3.1152444268615067
1730680836,Physician Assistant,5.0,335.0,204.0,3.1152444268615067
1033262787,Physician Assistant,5.0,64.0,46.0,3.1152444268615067
1780357053,Physician Assistant,5.0,72.0,43.0,3.1152444268615067
1972682482,Physician Assistant,5.0,150.0,45.0,3.1152444268615067
1427408764,Physician Assistant,5.0,56.0,50.0,3.1152444268615067
1629644851,Physician Assistant,5.0,76.0,50.0,3.1152444268615067
1851760094,Physician Assistant,5.0,339.0,271.0,3.1152444268615067
1962595363,Physician Assistant,5.0,200.0,93.0,3.1152444268615067
1871907667,Physician Assistant,5.0,74.0,70.0,3.1152444268615067
1093726820,Physician Assistant,5.0,122.0,55.0,3.1152444268615067
1164986907,Physician Assistant,5.0,63.0,45.0,3.1152444268615067
1588616122,Physician Assistant,5.0,102.0,76.0,3.1152444268615067
1588161087,Physician Assistant,5.0,179.0,104.0,3.1152444268615067
1205873049,Physician Assistant,5.0,123.0,112.0,3.1152444268615067
1164937090,Physician Assistant,5.0,152.0,88.0,3.1152444268615067
1437105848,Physician Assistant,5.0,57.0,36.0,3.1152444268615067
1588130298,Physician Assistant,5.0,151.0,88.0,3.1152444268615067
1013223049,Physician Assistant,5.0,135.0,111.0,3.1152444268615067
1801149125,Physician Assistant,5.0,70.0,40.0,3.1152444268615067
1871187054,Physician Assistant,5.0,128.0,87.0,3.1152444268615067
1578897138,Physician Assistant,5.0,90.0,43.0,3.1152444268615067
1851556120,Physician Assistant,5.0,65.0,34.0,3.1152444268615067
1629635008,Physician Assistant,5.0,188.0,54.0,3.1152444268615067
1336890896,Physician Assistant,5.0,75.0,40.0,3.1152444268615067
1629488606,Physician Assistant,5.0,76.0,37.0,3.1152444268615067
1164796926,Physician Assistant,5.0,105.0,74.0,3.1152444268615067
1164752515,Physician Assistant,5.0,91.0,60.0,3.1152444268615067
1629467063,Physician Assistant,5.0,115.0,75.0,3.1152444268615067
1578215521,Physician Assistant,5.0,107.0,62.0,3.1152444268615067
1215205182,Physician Assistant,5.0,318.0,293.0,3.1152444268615067
1891079059,Physician Assistant,5.0,60.0,51.0,3.1152444268615067
1629440789,Physician Assistant,5.0,50.0,28.0,3.1152444268615067
1427431840,Physician Assistant,5.0,280.0,16.0,3.1152444268615067
1184629602,Physician Assistant,5.0,72.0,29.0,3.1152444268615067
1972880102,Physician Assistant,5.0,62.0,52.0,3.1152444268615067
1376949388,Physician Assistant,5.0,225.0,73.0,3.1152444268615067
1639402076,Physician Assistant,5.0,88.0,88.0,3.1152444268615067
1194731034,Physician Assistant,5.0,207.0,79.0,3.1152444268615067
1619002508,Physician Assistant,5.0,86.0,68.0,3.1152444268615067
1871682203,Physician Assistant,5.0,150.0,61.0,3.1152444268615067
1639665763,Physician Assistant,5.0,55.0,55.0,3.1152444268615067
1609815828,Physician Assistant,5.0,89.0,89.0,3.1152444268615067
1609806801,Physician Assistant,5.0,52.0,51.0,3.1152444268615067
1174916183,Physician Assistant,5.0,62.0,34.0,3.1152444268615067
1295277077,Physician Assistant,5.0,119.0,38.0,3.1152444268615067
1871574046,Physician Assistant,5.0,56.0,39.0,3.1152444268615067
1609058395,Physician Assistant,5.0,102.0,48.0,3.1152444268615067
1063974111,Physician Assistant,5.0,68.0,62.0,3.1152444268615067
1194996132,Physician Assistant,5.0,314.0,159.0,3.1152444268615067
1205006350,Physician Assistant,5.0,99.0,80.0,3.1152444268615067
1386617215,Physician Assistant,5.0,226.0,225.0,3.1152444268615067
1316318033,Physician Assistant,5.0,244.0,191.0,3.1152444268615067
1417448838,Physician Assistant,5.0,76.0,67.0,3.1152444268615067
1295762367,Physician Assistant,5.0,558.0,317.0,3.1152444268615067
1063998094,Physician Assistant,5.0,165.0,81.0,3.1152444268615067
1376979252,Physician Assistant,5.0,71.0,50.0,3.1152444268615067
1063458941,Physician Assistant,5.0,262.0,166.0,3.1152444268615067
1316361512,Physician Assistant,5.0,54.0,43.0,3.1152444268615067
1205211919,Physician Assistant,5.0,61.0,50.0,3.1152444268615067
1427312586,Physician Assistant,5.0,116.0,60.0,3.1152444268615067
1396274015,Physician Assistant,5.0,153.0,77.0,3.1152444268615067
1598016610,Physician Assistant,5.0,75.0,75.0,3.1152444268615067
1205238870,Physician Assistant,5.0,58.0,32.0,3.1152444268615067
1578019758,Physician Assistant,5.0,128.0,91.0,3.1152444268615067
1871610022,Physician Assistant,5.0,284.0,185.0,3.1152444268615067
1154916674,Physician Assistant,5.0,52.0,51.0,3.1152444268615067
1558500397,Physician Assistant,5.0,381.0,144.0,3.1152444268615067
1215560768,Physician Assistant,5.0,57.0,56.0,3.1152444268615067
1326639295,Physician Assistant,5.0,82.0,82.0,3.1152444268615067
1164571394,Physician Assistant,5.0,190.0,131.0,3.1152444268615067
1154772093,Physician Assistant,5.0,60.0,58.0,3.1152444268615067
1922752039,Physician Assistant,5.0,51.0,45.0,3.1152444268615067
1922724012,Physician Assistant,5.0,56.0,18.0,3.1152444268615067
1629273990,Physician Assistant,5.0,119.0,45.0,3.1152444268615067
1215445358,Physician Assistant,5.0,216.0,99.0,3.1152444268615067
1679082432,Physician Assistant,5.0,67.0,30.0,3.1152444268615067
1063750313,Physician Assistant,5.0,73.0,52.0,3.1152444268615067
1023626314,Physician Assistant,5.0,424.0,122.0,3.1152444268615067
1558985101,Physician Assistant,5.0,50.0,49.0,3.1152444268615067
1154787752,Physician Assistant,5.0,64.0,25.0,3.1152444268615067
1790755601,Physician Assistant,5.0,53.0,42.0,3.1152444268615067
1922775568,Physician Assistant,5.0,74.0,72.0,3.1152444268615067
1164076626,Physician Assistant,5.0,79.0,76.0,3.1152444268615067
1922588680,Physician Assistant,5.0,71.0,59.0,3.1152444268615067
1346351749,Physician Assistant,5.0,56.0,23.0,3.1152444268615067
1548586373,Physician Assistant,5.0,94.0,74.0,3.1152444268615067
1215380100,Physician Assistant,5.0,192.0,131.0,3.1152444268615067
1295045169,Physician Assistant,5.0,98.0,96.0,3.1152444268615067
1093253452,Physician Assistant,5.0,89.0,74.0,3.1152444268615067
1679117865,Physician Assistant,5.0,142.0,98.0,3.1152444268615067
1346712205,Physician Assistant,5.0,82.0,72.0,3.1152444268615067
1811986441,Internal Medicine,4.889176592439151,1931.0,654.0,3.114835515197481
1154423689,Family Practice,4.7990275526742305,617.0,196.0,3.11433419313282
1679668909,Gastroenterology,4.885714285714286,105.0,105.0,3.114167451706349
1063859726,Obstetrics & Gynecology,4.769230769230769,208.0,139.0,3.113907125915562
1801881214,Family Practice,4.798780487804878,328.0,212.0,3.1136695416349
1366464356,Internal Medicine,4.888198757763975,161.0,81.0,3.11232065204717
1386690691,Orthopedic Surgery,4.592948717948718,312.0,288.0,3.112166988240022
1396936936,Family Practice,4.797799174690509,727.0,382.0,3.1110296226812104
1366495459,Family Practice,4.797752808988764,89.0,55.0,3.1109048901233303
1457640666,Family Practice,4.797752808988764,623.0,347.0,3.1109048901233303
1194922542,Orthopedic Surgery,4.592105263157895,228.0,180.0,3.109991777527242
1346570728,Internal Medicine,4.886486486486486,555.0,342.0,3.1079169138198277
1063908416,Internal Medicine,4.886486486486486,185.0,160.0,3.1079169138198277
1538162102,Family Practice,4.796511627906977,344.0,172.0,3.107565876902381
1104265073,Family Practice,4.796153846153846,260.0,168.0,3.1066033759253293
1982628962,Internal Medicine,4.885561497326203,935.0,550.0,3.105537962436032
1518285956,Internal Medicine,4.885245901639344,183.0,115.0,3.104726291523322
1679983332,Physical Medicine and Rehabilitation,4.928571428571429,238.0,183.0,3.1035615939182892
1679079479,Internal Medicine,4.884615384615385,130.0,84.0,3.1031046840374628
1043484736,Internal Medicine,4.884507042253521,355.0,125.0,3.1028260416243976
1528090826,Internal Medicine,4.884393063583815,519.0,245.0,3.102532903363256
1982693974,Internal Medicine,4.8843861740166865,839.0,262.0,3.102515184295879
1942262563,Internal Medicine,4.88382687927107,878.0,366.0,3.1010767512134563
1598753691,Nephrology,4.819078947368421,304.0,157.0,3.1009876972676707
1124077334,Cardiology,4.971106412966878,1419.0,599.0,3.1007016443641446
1760504880,Dermatology,4.230359520639148,751.0,553.0,3.100035732505852
1811255524,Orthopedic Surgery,4.588235294117647,51.0,44.0,3.1000113989627236
1437148657,Internal Medicine,4.883333333333334,180.0,92.0,3.099807415482878
1487941928,Gastroenterology,4.879194630872483,149.0,136.0,3.099306689143719
1629218235,Internal Medicine,4.883116883116883,154.0,62.0,3.099250733778856
1417078841,Internal Medicine,4.883040935672515,342.0,174.0,3.0990554068651655
1932101771,Cardiology,4.970454545454546,440.0,266.0,3.0990177273851787
1114959947,Internal Medicine,4.882646691635456,801.0,475.0,3.098041462661508
1548272545,Internal Medicine,4.882556131260794,579.0,224.0,3.097808553198491
1922072826,Gastroenterology,4.878228782287823,271.0,210.0,3.0971051544250314
1962845198,Internal Medicine,4.882205513784461,399.0,175.0,3.0969068108145583
1790776763,Family Practice,4.7924528301886795,53.0,53.0,3.096646938931591
1639252224,Obstetrics & Gynecology,4.760814249363868,393.0,80.0,3.0963759481929465
1841290699,Gastroenterology,4.877777777777778,90.0,71.0,3.0960771443384427
1467622787,Family Practice,4.792207792207792,77.0,55.0,3.0959877401492184
1265710032,Cardiology,4.968632371392722,797.0,483.0,3.0943106515096592
1447260229,Internal Medicine,4.881129271916791,673.0,308.0,3.0941388572099893
1326024852,Gastroenterology,4.876923076923077,455.0,261.0,3.0941289573911295
1366694218,Otolaryngology,4.589108910891089,202.0,163.0,3.093982246942793
1588896104,Optometry,4.796296296296297,54.0,54.0,3.0929337349282244
1407381387,Optometry,4.796296296296297,54.0,54.0,3.0929337349282244
1962481192,Orthopedic Surgery,4.585365853658536,123.0,77.0,3.092611313392935
1538116710,Podiatry,4.123096446700508,788.0,372.0,3.092113201070107
